pair_id,front_image,rear_image,front_target_bbox_xyxy,rear_candidates,front_mask,road_context,time_of_day,weather
P0018,data/camera_splits/2026_02_19_09_45_44_a7db1ffb/FL/fl_000406.jpg,data/camera_splits/2026_02_19_09_45_44_a7db1ffb/RL/rl_000455.jpg,"[598.05, 322.352, 828.045, 420.174]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.0, 178.991, 42.753, 240.985]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [325.129, 182.599, 464.509, 249.391]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [515.843, 254.138, 654.34, 326.322]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [540.031, 219.371, 624.103, 250.85]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [663.356, 232.663, 752.159, 271.471]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [775.825, 231.161, 811.734, 255.852]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [825.526, 233.997, 866.147, 257.801]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [877.071, 253.4, 957.499, 289.007]}]",data/object_detections/2026_02_19_09_45_44_a7db1ffb/masks/FL/2026_02_19_09_45_44_a7db1ffb_f000406_fl_car_005.png,suburban,day,clear
P0019,data/camera_splits/2026_02_19_09_45_44_a7db1ffb/FL/fl_000408.jpg,data/camera_splits/2026_02_19_09_45_44_a7db1ffb/RL/rl_000447.jpg,"[665.367, 320.332, 960.0, 445.821]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.0, 179.071, 42.735, 241.079]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [325.178, 182.651, 464.649, 248.445]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [541.889, 229.377, 640.435, 269.829]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [603.22, 254.749, 720.385, 312.041]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [825.848, 234.177, 865.831, 258.146]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [942.652, 247.086, 960.0, 286.674]}]",data/object_detections/2026_02_19_09_45_44_a7db1ffb/masks/FL/2026_02_19_09_45_44_a7db1ffb_f000408_fl_car_006.png,suburban,day,clear
P0020,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000099.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000181.jpg,"[52.74, 399.999, 112.505, 421.678]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [20.628, 248.855, 123.093, 282.22]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [178.474, 255.405, 238.887, 282.425]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [344.556, 260.015, 390.5, 294.338]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [403.157, 265.259, 422.23, 281.017]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [426.955, 266.867, 455.353, 292.584]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [455.427, 269.89, 493.3, 287.862]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [622.878, 259.794, 642.4, 326.551]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [640.006, 265.412, 654.84, 320.297]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [640.717, 267.613, 655.094, 319.52]}, {""candidate_id"": ""C10"", ""bbox_xyxy"": [784.239, 296.191, 799.1, 327.229]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000099_fl_car_001.png,suburban,day,clear
P0021,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000105.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000184.jpg,"[693.898, 393.151, 765.246, 441.111]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [70.159, 250.441, 154.075, 280.089]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [150.91, 242.942, 209.507, 275.579]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [202.437, 255.371, 254.873, 280.606]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [349.078, 260.021, 392.153, 292.814]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [403.894, 264.633, 421.839, 279.874]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [425.971, 266.052, 453.112, 291.172]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [452.636, 268.545, 480.036, 286.844]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [586.503, 263.867, 600.308, 311.58]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [745.289, 291.579, 757.788, 319.968]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000105_fl_car_003.png,suburban,day,clear
P0022,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000105.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000192.jpg,"[138.13, 392.389, 188.642, 414.667]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [161.29, 256.984, 215.649, 278.989]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [251.695, 260.382, 287.968, 279.472]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [360.023, 262.461, 395.413, 290.793]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [403.875, 266.779, 419.686, 279.568]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [424.603, 267.98, 449.444, 290.814]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [664.049, 284.472, 672.973, 309.858]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000105_fl_car_002.png,suburban,day,clear
P0023,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000106.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000145.jpg,"[712.48, 394.035, 788.711, 444.375]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [120.422, 230.514, 293.772, 338.835]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [324.728, 263.522, 347.267, 275.771]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [324.778, 263.516, 347.214, 275.743]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [378.141, 259.61, 414.888, 287.819]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [456.631, 269.139, 474.479, 283.084]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [587.198, 280.522, 704.95, 343.683]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [799.411, 321.683, 923.062, 366.937]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000106_fl_car_003.png,suburban,day,clear
P0024,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000108.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000181.jpg,"[197.081, 393.329, 240.079, 416.21]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [20.628, 248.855, 123.093, 282.22]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [178.474, 255.405, 238.887, 282.425]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [344.556, 260.015, 390.5, 294.338]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [403.157, 265.259, 422.23, 281.017]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [426.955, 266.867, 455.353, 292.584]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [455.427, 269.89, 493.3, 287.862]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [622.878, 259.794, 642.4, 326.551]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [640.006, 265.412, 654.84, 320.297]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [640.717, 267.613, 655.094, 319.52]}, {""candidate_id"": ""C10"", ""bbox_xyxy"": [784.239, 296.191, 799.1, 327.229]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000108_fl_car_002.png,suburban,day,clear
P0025,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000123.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000178.jpg,"[442.057, 357.722, 550.361, 396.337]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.0, 247.155, 83.037, 285.446]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [86.944, 239.269, 162.474, 279.348]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [146.281, 254.595, 218.371, 284.552]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [338.408, 260.034, 388.348, 296.576]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [402.702, 265.519, 422.679, 281.73]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [428.387, 267.191, 458.754, 293.953]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [464.638, 271.438, 508.453, 290.114]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [685.775, 252.306, 713.023, 349.254]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [727.572, 281.915, 797.297, 311.805]}, {""candidate_id"": ""C10"", ""bbox_xyxy"": [836.614, 296.654, 853.28, 337.194]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000123_fl_car_001.png,suburban,day,clear
P0026,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000123.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000178.jpg,"[652.291, 333.248, 817.906, 395.184]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [0.0, 247.155, 83.037, 285.446]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [86.944, 239.269, 162.474, 279.348]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [146.281, 254.595, 218.371, 284.552]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [338.408, 260.034, 388.348, 296.576]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [402.702, 265.519, 422.679, 281.73]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [428.387, 267.191, 458.754, 293.953]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [464.638, 271.438, 508.453, 290.114]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [685.775, 252.306, 713.023, 349.254]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [727.572, 281.915, 797.297, 311.805]}, {""candidate_id"": ""C10"", ""bbox_xyxy"": [836.614, 296.654, 853.28, 337.194]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000123_fl_delivery_van_003.png,suburban,day,clear
P0027,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/FL/fl_000126.jpg,data/camera_splits/2026_02_19_09_46_33_5e8a0f05/RL/rl_000184.jpg,"[735.332, 316.854, 942.444, 387.452]","[{""candidate_id"": ""C1"", ""bbox_xyxy"": [70.159, 250.441, 154.075, 280.089]}, {""candidate_id"": ""C2"", ""bbox_xyxy"": [150.91, 242.942, 209.507, 275.579]}, {""candidate_id"": ""C3"", ""bbox_xyxy"": [202.437, 255.371, 254.873, 280.606]}, {""candidate_id"": ""C4"", ""bbox_xyxy"": [349.078, 260.021, 392.153, 292.814]}, {""candidate_id"": ""C5"", ""bbox_xyxy"": [403.894, 264.633, 421.839, 279.874]}, {""candidate_id"": ""C6"", ""bbox_xyxy"": [425.971, 266.052, 453.112, 291.172]}, {""candidate_id"": ""C7"", ""bbox_xyxy"": [452.636, 268.545, 480.036, 286.844]}, {""candidate_id"": ""C8"", ""bbox_xyxy"": [586.503, 263.867, 600.308, 311.58]}, {""candidate_id"": ""C9"", ""bbox_xyxy"": [745.289, 291.579, 757.788, 319.968]}]",data/object_detections/2026_02_19_09_46_33_5e8a0f05/masks/FL/2026_02_19_09_46_33_5e8a0f05_f000126_fl_delivery_van_004.png,suburban,day,clear
